,index,edad,nivel_educativo,empleo,genero,raza,rol,estado_civil,departamento,ContF,Nfriend
39,313,41,3,1,2,7,0.6654708344367768,1,3,0,4.0
40,332,30,4,2,2,7,0.1251055408431649,1,3,0,3.0
41,348,35,2,1,1,7,0.2127851901757806,1,3,0,3.0
42,350,27,3,1,2,7,0.2867763663953159,1,3,0,4.0
43,389,15,2,1,2,7,0.2458575976559903,1,3,0,3.0
44,393,68,4,1,1,6,0.3751296919319807,4,3,0,4.0
45,402,47,3,1,1,7,0.6202610146300922,1,3,0,4.0
46,403,42,3,1,1,7,0.5733043808522986,1,3,0,4.0
47,409,58,3,1,2,7,0.3202493963672556,2,3,0,4.0
48,411,49,2,1,1,7,0.3885796270456971,2,3,0,4.0
49,421,55,3,1,2,7,0.5816115741989633,4,3,0,4.0
50,436,54,3,1,1,7,0.5605260249828783,1,3,0,4.0
51,455,54,2,1,1,7,0.4868623316342673,1,3,0,4.0
52,458,11,3,1,1,7,0.4191613914251603,1,3,0,4.0
53,480,58,4,2,2,7,0.2509960717216163,1,3,0,4.0
54,491,49,3,1,1,7,0.3589461396629787,4,3,0,4.0
55,492,56,3,1,1,7,0.4768991555049832,2,3,0,4.0
56,497,22,3,1,1,7,0.3680379361776218,4,3,0,4.0
57,500,14,2,1,2,7,0.4370023095946503,1,3,0,4.0
58,503,26,3,1,2,7,0.6325960263872488,2,3,0,4.0
59,523,67,3,1,2,6,0.6456606821622086,2,3,0,4.0
60,527,28,3,1,2,7,0.3600580471010391,4,3,0,4.0
61,534,50,3,1,1,7,0.8264637612174933,4,3,0,5.0
62,536,67,3,1,2,7,0.5663477057431873,2,3,0,4.0
63,541,39,3,1,1,7,0.4143941013822025,3,3,0,4.0
64,546,59,3,1,2,7,0.2307153533773888,2,3,0,3.0
65,547,47,2,1,1,7,0.7128265162514331,1,3,0,4.0
66,553,34,4,1,2,7,0.3528981486144938,1,3,0,4.0
67,557,24,3,1,2,7,0.1706994876727806,1,3,0,3.0
68,558,42,4,1,2,7,0.801926779146781,4,3,0,5.0
69,567,48,3,1,1,7,0.4616699886031729,2,3,0,4.0
70,570,30,3,1,1,7,0.4875730153385888,1,3,0,4.0
71,574,61,2,1,1,7,0.6476159238282091,2,3,0,4.0
72,584,61,3,1,2,7,0.4102586152355131,4,3,0,4.0
73,596,51,2,1,1,7,0.7877371721963469,1,3,0,5.0
74,600,65,3,1,2,7,0.3293495701327342,2,3,0,4.0
75,616,62,2,1,1,7,0.910486026521101,1,3,0,5.0
76,617,46,4,1,2,7,0.5197861098368455,1,3,0,4.0
77,621,63,2,1,2,7,0.5768067435629907,1,3,0,4.0
78,631,20,3,1,1,7,0.5698712490480767,2,3,0,4.0
79,634,60,4,1,1,7,0.9267254136902848,4,3,0,5.0
80,638,50,3,1,2,7,0.7213548717193579,1,3,0,4.0
81,639,24,3,1,2,7,0.3455961606581659,1,3,0,4.0
82,662,30,4,1,1,7,0.5063732774975249,2,3,0,4.0
83,670,63,3,1,2,7,0.6370611107347707,1,3,0,4.0
84,676,10,2,1,2,6,0.0964583147878852,1,3,0,3.0
85,685,50,2,1,2,7,0.3023064963713234,2,3,0,4.0
86,692,30,3,1,1,7,0.6779872825549028,1,3,0,4.0
87,696,33,2,1,1,6,0.5823049918548794,4,3,0,4.0
88,703,59,3,2,2,7,0.3343675733230686,1,3,0,4.0
89,707,20,2,1,2,6,0.5204923212789788,1,3,0,4.0
90,708,33,2,1,1,7,0.4711699288283205,4,3,0,4.0
91,716,34,1,1,2,5,0.6520850170489098,1,3,0,4.0
92,727,54,1,1,2,7,0.5390635187938182,2,3,0,4.0
93,730,39,1,1,2,7,0.3921514623922675,4,3,0,4.0
94,734,16,2,1,1,7,0.6919746768450453,1,3,0,4.0
95,766,35,3,2,1,7,0.4365777991059651,4,3,0,4.0
96,779,23,3,1,1,7,0.5027212742383319,3,3,0,4.0
97,781,38,2,1,2,7,0.3667822461719229,2,3,0,4.0
98,808,46,2,1,1,7,0.399183355245548,2,3,0,4.0
99,817,37,3,1,1,7,0.0116003951790031,2,3,0,3.0
100,821,66,4,1,2,7,0.3007009982739922,2,3,0,4.0
101,850,10,3,1,2,7,0.4364626437312701,1,3,0,4.0
102,851,21,2,1,1,7,0.26157628950185,1,3,0,4.0
103,852,70,4,2,1,7,0.3001482391043018,1,3,0,4.0
104,881,23,3,1,1,7,0.5390116778765214,1,3,0,4.0
105,891,24,3,1,1,7,0.8307378810877118,2,3,0,5.0
106,903,64,4,1,1,7,0.474275230627105,4,3,0,4.0
107,921,38,3,1,2,7,0.2291385103740946,2,3,0,3.0
108,922,38,3,1,1,7,0.2927671747265967,1,3,0,4.0
109,926,65,4,1,2,7,0.4559512839881572,4,3,0,4.0
110,935,52,2,1,2,7,0.677654084337769,4,3,0,4.0
111,945,30,3,1,2,7,0.4911223322286344,1,3,0,4.0
112,951,40,2,1,2,7,0.8983467091631412,1,3,0,5.0
113,957,44,3,1,1,7,0.5977789995963115,2,3,0,4.0
114,969,19,2,1,2,7,0.4017613705850427,4,3,0,4.0
115,977,12,2,1,2,7,0.4665355890195552,1,3,0,4.0
116,989,24,3,2,1,7,0.7808746631223353,1,3,0,5.0
